failure,rawReadErrorRate,spinUpTime,startStopCount,reallocatedSectors,seekErrorRate,powerOnHours,spinRetryCount,powerCycleCount,reportedUncorrect,loadCycleCount,temperature,pendingSectors,offlineUncorrectable,crcErrorCount
0,229250224.0,0.0,9.0,0.0,760952943.0,30570.0,0.0,9.0,0.0,1650.0,37.0,0.0,0.0,0.0
0,0.0,402.0,117.0,0.0,0.0,39146.0,0.0,117.0,0.0,1261.0,33.0,0.0,0.0,0.0
0,158736664.0,0.0,15.0,0.0,960530249.0,40316.0,0.0,15.0,0.0,3068.0,37.0,0.0,0.0,0.0
0,238277416.0,0.0,84.0,0.0,2882339362.0,68761.0,0.0,84.0,0.0,85930.0,37.0,0.0,0.0,0.0
0,0.0,7914.0,26.0,0.0,0.0,43045.0,0.0,26.0,0.0,103.0,33.0,0.0,0.0,0.0
0,129551984.0,0.0,3.0,0.0,668578365.0,29737.0,0.0,3.0,0.0,4236.0,27.0,0.0,0.0,0.0
0,0.0,8263.0,13.0,0.0,0.0,26136.0,0.0,13.0,0.0,129.0,37.0,0.0,0.0,0.0
0,179472072.0,0.0,5.0,0.0,17286046.0,38318.0,0.0,5.0,0.0,3176.0,26.0,0.0,0.0,0.0
0,143068992.0,0.0,9.0,0.0,3564847692.0,72616.0,0.0,9.0,0.0,64683.0,32.0,0.0,0.0,0.0
0,0.0,327.0,10.0,0.0,0.0,13397.0,0.0,10.0,0.0,1169.0,38.0,0.0,0.0,0.0
0,0.0,8110.0,5.0,0.0,0.0,37030.0,0.0,5.0,0.0,109.0,35.0,0.0,0.0,0.0
0,0.0,404.0,12.0,1.0,0.0,47009.0,0.0,12.0,0.0,1841.0,39.0,14.0,17.0,0.0
0,0.0,5630.0,31.0,0.0,0.0,33032.0,0.0,31.0,0.0,52.0,35.0,0.0,0.0,0.0
0,0.0,8182.0,10.0,0.0,0.0,17138.0,0.0,10.0,0.0,608.0,26.0,0.0,0.0,0.0
0,63845664.0,0.0,7.0,0.0,510980602.0,43314.0,0.0,7.0,0.0,2448.0,37.0,0.0,0.0,0.0
0,44744984.0,0.0,7.0,0.0,385006960.0,36480.0,0.0,7.0,0.0,1766.0,40.0,0.0,0.0,0.0
0,242555656.0,0.0,11.0,0.0,93334309.0,29716.0,0.0,11.0,0.0,2997.0,43.0,0.0,0.0,0.0
0,216436008.0,0.0,5.0,0.0,799953974.0,39118.0,0.0,5.0,0.0,1932.0,29.0,0.0,0.0,0.0
0,0.0,352.0,14.0,0.0,0.0,14423.0,0.0,14.0,0.0,1243.0,44.0,0.0,0.0,0.0
0,0.0,8087.0,13.0,0.0,0.0,9029.0,0.0,13.0,0.0,25.0,28.0,0.0,0.0,0.0
0,0.0,377.0,3.0,0.0,0.0,34751.0,0.0,3.0,0.0,2356.0,30.0,0.0,0.0,0.0
0,0.0,407.0,14.0,0.0,0.0,45134.0,0.0,14.0,0.0,1775.0,43.0,0.0,0.0,0.0
0,0.0,8314.0,8.0,0.0,0.0,9531.0,0.0,8.0,0.0,21.0,33.0,0.0,0.0,0.0
0,0.0,332.0,9.0,0.0,0.0,8779.0,0.0,9.0,0.0,575.0,29.0,0.0,0.0,0.0
0,0.0,9551.0,8.0,0.0,0.0,452.0,0.0,8.0,0.0,14.0,35.0,0.0,0.0,0.0
0,0.0,3892.0,12.0,0.0,0.0,7609.0,0.0,12.0,0.0,26.0,25.0,0.0,0.0,0.0
0,199510912.0,0.0,14.0,0.0,8190173211.0,71867.0,0.0,14.0,0.0,88026.0,27.0,0.0,0.0,0.0
0,92906256.0,0.0,5.0,0.0,530908315.0,12042.0,0.0,5.0,0.0,2860.0,29.0,0.0,0.0,0.0
0,0.0,350.0,7.0,0.0,0.0,5228.0,0.0,7.0,0.0,243.0,26.0,0.0,0.0,0.0
0,0.0,7628.0,1.0,0.0,0.0,3126.0,0.0,1.0,0.0,3.0,40.0,0.0,0.0,0.0
0,1438856.0,0.0,25.0,0.0,411073815.0,41871.0,0.0,25.0,0.0,10810.0,38.0,0.0,0.0,0.0
0,0.0,7894.0,7.0,0.0,0.0,9598.0,0.0,7.0,0.0,17.0,32.0,0.0,0.0,0.0
0,168620944.0,0.0,3.0,0.0,151029395.0,5999.0,0.0,3.0,0.0,455.0,30.0,0.0,0.0,0.0
0,88730136.0,0.0,6.0,0.0,511211219.0,29040.0,0.0,6.0,0.0,3160.0,31.0,0.0,0.0,0.0
0,126897496.0,0.0,16.0,0.0,714074619.0,37966.0,0.0,16.0,0.0,2193.0,43.0,0.0,0.0,0.0
0,155291360.0,0.0,2.0,0.0,114358027.0,4319.0,0.0,2.0,0.0,322.0,22.0,0.0,0.0,0.0
0,178635672.0,0.0,7.0,0.0,847541498.0,38460.0,0.0,6.0,0.0,2063.0,27.0,0.0,0.0,0.0
0,0.0,8139.0,14.0,0.0,0.0,21103.0,0.0,14.0,0.0,1002.0,37.0,0.0,0.0,0.0
0,0.0,0.0,7.0,0.0,0.0,27213.0,0.0,6.0,0.0,6973.0,40.0,0.0,0.0,0.0
0,0.0,384.0,4.0,0.0,0.0,35288.0,0.0,4.0,0.0,1855.0,37.0,0.0,0.0,0.0
0,0.0,8199.0,26.0,0.0,0.0,27430.0,0.0,26.0,0.0,50.0,34.0,0.0,0.0,0.0
0,0.0,8110.0,18.0,0.0,0.0,25486.0,0.0,18.0,0.0,258.0,33.0,0.0,0.0,0.0
0,0.0,7788.0,10.0,0.0,0.0,32734.0,0.0,10.0,0.0,21.0,36.0,0.0,0.0,0.0
0,0.0,0.0,4.0,0.0,0.0,74067.0,0.0,4.0,0.0,662.0,26.0,0.0,0.0,0.0
0,0.0,6834.0,14.0,0.0,0.0,18654.0,0.0,14.0,0.0,95.0,30.0,0.0,0.0,0.0
0,0.0,8041.0,7.0,0.0,0.0,9795.0,0.0,7.0,0.0,31.0,40.0,0.0,0.0,0.0
0,0.0,339.0,8.0,0.0,0.0,545.0,0.0,8.0,0.0,28.0,43.0,0.0,0.0,0.0
0,0.0,325.0,8.0,0.0,0.0,19109.0,0.0,8.0,0.0,2738.0,37.0,0.0,0.0,0.0
0,0.0,0.0,5.0,0.0,0.0,34109.0,0.0,5.0,0.0,1279.0,38.0,0.0,0.0,0.0
0,0.0,7795.0,7.0,0.0,0.0,40263.0,0.0,6.0,0.0,598.0,30.0,0.0,0.0,0.0
0,128691600.0,0.0,6.0,0.0,390272808.0,37672.0,0.0,6.0,0.0,1904.0,36.0,0.0,0.0,0.0
0,0.0,8059.0,3.0,0.0,0.0,27829.0,0.0,3.0,0.0,119.0,31.0,0.0,0.0,0.0
0,59843864.0,0.0,7.0,0.0,88240566.0,35953.0,0.0,7.0,0.0,1743.0,31.0,0.0,0.0,0.0
0,0.0,7760.0,5.0,0.0,0.0,17307.0,0.0,5.0,0.0,5.0,28.0,0.0,0.0,0.0
0,92559576.0,0.0,3.0,0.0,199656015.0,25377.0,0.0,3.0,0.0,2528.0,35.0,0.0,0.0,0.0
0,0.0,407.0,14.0,0.0,0.0,49226.0,0.0,14.0,0.0,2146.0,33.0,0.0,0.0,0.0
0,23087344.0,0.0,21.0,0.0,443883566.0,24139.0,0.0,16.0,0.0,5449.0,29.0,0.0,0.0,0.0
0,102749504.0,0.0,3.0,0.0,139603977.0,20327.0,0.0,3.0,0.0,872.0,27.0,0.0,0.0,0.0
0,132000664.0,0.0,36.0,0.0,997378911.0,34081.0,0.0,30.0,0.0,5199.0,26.0,0.0,0.0,0.0
0,0.0,424.0,8.0,0.0,0.0,72795.0,0.0,8.0,0.0,827.0,27.0,0.0,0.0,0.0
0,0.0,8015.0,4.0,0.0,0.0,37644.0,0.0,4.0,0.0,177.0,33.0,0.0,0.0,0.0
0,0.0,7935.0,5.0,0.0,0.0,31530.0,0.0,5.0,0.0,116.0,35.0,0.0,0.0,0.0
0,0.0,355.0,13.0,0.0,0.0,5222.0,0.0,13.0,0.0,240.0,42.0,0.0,0.0,0.0
0,69568824.0,0.0,7.0,0.0,942168963.0,34147.0,0.0,7.0,0.0,1644.0,36.0,0.0,0.0,0.0
0,63689680.0,0.0,3.0,0.0,107598432.0,23667.0,0.0,3.0,0.0,4033.0,33.0,0.0,0.0,0.0
0,201048280.0,0.0,8.0,0.0,144185758.0,33629.0,0.0,8.0,0.0,1612.0,35.0,0.0,0.0,0.0
0,169941384.0,0.0,3.0,0.0,226934227.0,6050.0,0.0,2.0,0.0,456.0,27.0,0.0,0.0,0.0
0,202424088.0,0.0,4.0,0.0,146531210.0,35277.0,0.0,4.0,0.0,2291.0,42.0,0.0,0.0,0.0
0,0.0,317.0,11.0,0.0,0.0,25224.0,0.0,11.0,0.0,1065.0,31.0,0.0,0.0,0.0
0,207891464.0,0.0,14.0,0.0,2069720574.0,72500.0,0.0,14.0,0.0,38798.0,42.0,0.0,0.0,0.0
0,0.0,8150.0,8.0,0.0,0.0,9516.0,0.0,8.0,0.0,18.0,34.0,0.0,0.0,0.0
0,0.0,8361.0,4.0,0.0,0.0,20801.0,0.0,4.0,0.0,1085.0,31.0,0.0,0.0,0.0
0,239863400.0,0.0,6.0,0.0,340050449.0,25435.0,0.0,6.0,0.0,3529.0,32.0,0.0,0.0,0.0
0,4581064.0,0.0,4.0,0.0,650906800.0,29058.0,0.0,4.0,0.0,1451.0,30.0,0.0,0.0,0.0
0,0.0,5701.0,13.0,0.0,0.0,7630.0,0.0,13.0,0.0,27.0,31.0,0.0,0.0,0.0
0,8540696.0,0.0,15.0,0.0,648183470.0,28478.0,0.0,15.0,0.0,1433.0,40.0,0.0,0.0,0.0
0,195881816.0,0.0,10.0,0.0,947768994.0,29751.0,0.0,9.0,0.0,4798.0,22.0,0.0,0.0,0.0
0,0.0,407.0,23.0,0.0,0.0,10806.0,0.0,23.0,0.0,417.0,38.0,0.0,0.0,0.0
0,125877032.0,0.0,1.0,0.0,884589301.0,12065.0,0.0,1.0,0.0,7953.0,30.0,0.0,0.0,0.0
0,29659792.0,0.0,1.0,0.0,152911341.0,14738.0,0.0,1.0,0.0,15129.0,30.0,0.0,0.0,0.0
0,112340528.0,0.0,15.0,0.0,264478780.0,35805.0,0.0,15.0,0.0,3093.0,34.0,0.0,0.0,0.0
0,164537488.0,0.0,3.0,0.0,798878501.0,29753.0,0.0,3.0,0.0,4285.0,31.0,0.0,0.0,0.0
0,222907840.0,0.0,8.0,0.0,527560451.0,38462.0,0.0,8.0,0.0,2040.0,34.0,0.0,0.0,0.0
0,0.0,0.0,8.0,0.0,0.0,46868.0,0.0,8.0,0.0,1734.0,38.0,0.0,0.0,0.0
0,0.0,355.0,7.0,0.0,0.0,5085.0,0.0,7.0,0.0,895.0,42.0,0.0,0.0,0.0
0,0.0,8143.0,14.0,0.0,0.0,9805.0,0.0,14.0,0.0,41.0,28.0,0.0,0.0,0.0
0,0.0,9329.0,12.0,0.0,0.0,1650.0,0.0,12.0,0.0,21.0,37.0,0.0,0.0,0.0
0,0.0,7867.0,9.0,0.0,0.0,9014.0,0.0,9.0,0.0,20.0,38.0,0.0,0.0,0.0
0,0.0,8198.0,13.0,0.0,0.0,17122.0,0.0,13.0,0.0,1380.0,35.0,0.0,0.0,0.0
0,67575488.0,0.0,1.0,0.0,200212372.0,4243.0,0.0,1.0,0.0,347.0,25.0,0.0,0.0,0.0
0,0.0,541.0,23.0,0.0,0.0,66159.0,0.0,23.0,0.0,1116.0,33.0,0.0,0.0,0.0
0,0.0,7726.0,7.0,0.0,0.0,27821.0,0.0,7.0,0.0,70.0,29.0,0.0,0.0,0.0
0,0.0,7739.0,2.0,0.0,0.0,36499.0,0.0,2.0,0.0,22.0,35.0,0.0,0.0,0.0
0,0.0,374.0,3.0,0.0,0.0,34752.0,0.0,3.0,0.0,2361.0,33.0,0.0,0.0,0.0
0,0.0,7709.0,11.0,0.0,0.0,34229.0,0.0,11.0,0.0,17.0,36.0,0.0,0.0,0.0
0,0.0,7960.0,4.0,0.0,0.0,35636.0,0.0,4.0,0.0,102.0,36.0,0.0,0.0,0.0
0,0.0,403.0,10.0,0.0,0.0,16602.0,0.0,10.0,0.0,619.0,39.0,0.0,0.0,0.0
0,0.0,8112.0,16.0,0.0,0.0,7619.0,0.0,16.0,0.0,30.0,33.0,0.0,0.0,0.0
0,57929560.0,0.0,11.0,0.0,463655390.0,43326.0,0.0,11.0,0.0,2514.0,39.0,0.0,0.0,0.0
0,0.0,332.0,20.0,0.0,0.0,5361.0,0.0,20.0,0.0,269.0,38.0,0.0,0.0,0.0
0,0.0,7942.0,19.0,0.0,0.0,7602.0,0.0,19.0,0.0,27.0,25.0,0.0,0.0,0.0
0,146686448.0,0.0,4.0,0.0,144304790.0,29547.0,0.0,4.0,0.0,1759.0,39.0,0.0,0.0,0.0
0,0.0,6732.0,15.0,6.0,0.0,18655.0,0.0,15.0,0.0,92.0,27.0,0.0,0.0,0.0
0,0.0,355.0,5.0,0.0,0.0,9199.0,0.0,5.0,0.0,851.0,44.0,0.0,0.0,0.0
0,0.0,416.0,41.0,0.0,0.0,51690.0,0.0,41.0,0.0,2009.0,26.0,0.0,0.0,0.0
0,95387496.0,0.0,3.0,0.0,904771897.0,29756.0,0.0,3.0,0.0,4281.0,33.0,0.0,0.0,0.0
0,0.0,6864.0,16.0,0.0,0.0,19964.0,0.0,16.0,0.0,1271.0,28.0,0.0,0.0,0.0
0,0.0,8063.0,19.0,0.0,0.0,13410.0,0.0,19.0,0.0,68.0,35.0,0.0,0.0,0.0
0,65974896.0,0.0,8.0,0.0,715213889.0,29728.0,0.0,8.0,0.0,4265.0,27.0,0.0,0.0,0.0
0,136995672.0,0.0,4.0,0.0,200544017.0,6040.0,0.0,3.0,0.0,461.0,23.0,0.0,0.0,0.0
0,0.0,382.0,4.0,0.0,0.0,34466.0,0.0,4.0,0.0,2730.0,36.0,0.0,0.0,0.0
0,0.0,405.0,14.0,0.0,0.0,49218.0,0.0,14.0,0.0,1839.0,28.0,0.0,0.0,0.0
0,0.0,7889.0,16.0,0.0,0.0,26113.0,0.0,16.0,0.0,902.0,36.0,0.0,0.0,0.0
0,0.0,8028.0,17.0,0.0,0.0,9593.0,0.0,17.0,0.0,25.0,37.0,0.0,0.0,0.0
0,94903336.0,0.0,21.0,1034.0,294007924.0,61730.0,0.0,20.0,0.0,3007.0,32.0,8.0,8.0,0.0
0,0.0,7560.0,13.0,0.0,0.0,40936.0,0.0,13.0,0.0,91.0,35.0,0.0,0.0,0.0
0,0.0,5024.0,11.0,0.0,0.0,25575.0,0.0,11.0,0.0,116.0,38.0,0.0,0.0,0.0
0,0.0,7748.0,3.0,0.0,0.0,32723.0,0.0,3.0,0.0,143.0,33.0,0.0,0.0,0.0
0,126075864.0,0.0,10.0,72.0,354912724.0,35582.0,0.0,10.0,0.0,1875.0,22.0,0.0,0.0,0.0
0,231775664.0,0.0,4.0,0.0,335776913.0,36626.0,0.0,4.0,0.0,1924.0,30.0,0.0,0.0,0.0
0,0.0,7767.0,4.0,0.0,0.0,36470.0,0.0,4.0,0.0,197.0,32.0,0.0,0.0,0.0
0,25968880.0,0.0,22.0,0.0,826447656.0,64310.0,0.0,22.0,0.0,88276.0,29.0,0.0,0.0,0.0
0,0.0,7920.0,9.0,0.0,0.0,40263.0,0.0,9.0,0.0,611.0,36.0,0.0,0.0,0.0
0,0.0,8122.0,13.0,0.0,0.0,7877.0,0.0,13.0,0.0,25.0,34.0,0.0,0.0,0.0
0,0.0,332.0,9.0,0.0,0.0,19102.0,0.0,9.0,0.0,2839.0,38.0,0.0,0.0,0.0
0,0.0,8007.0,8.0,0.0,0.0,20794.0,0.0,8.0,0.0,1135.0,38.0,0.0,0.0,0.0
0,221345440.0,0.0,12.0,0.0,36899669.0,39735.0,0.0,12.0,0.0,2169.0,20.0,0.0,0.0,0.0
0,0.0,352.0,8.0,0.0,0.0,4667.0,0.0,8.0,0.0,330.0,39.0,0.0,0.0,0.0
0,225426168.0,0.0,33.0,0.0,190116924.0,61732.0,0.0,32.0,0.0,3011.0,23.0,0.0,0.0,0.0
0,0.0,0.0,7.0,0.0,0.0,28921.0,0.0,7.0,0.0,1091.0,41.0,0.0,0.0,0.0
0,0.0,350.0,8.0,0.0,0.0,14411.0,0.0,8.0,0.0,1226.0,36.0,0.0,0.0,0.0
0,9872960.0,0.0,1.0,0.0,982060430.0,11377.0,0.0,1.0,0.0,497.0,30.0,0.0,0.0,0.0
0,13762328.0,0.0,7.0,0.0,86996735.0,31279.0,0.0,7.0,0.0,2385.0,30.0,0.0,0.0,0.0
0,0.0,7741.0,8.0,0.0,0.0,17165.0,0.0,8.0,0.0,1456.0,25.0,0.0,0.0,0.0
0,94620560.0,0.0,4.0,0.0,769129847.0,29751.0,0.0,4.0,3.0,4543.0,23.0,0.0,0.0,0.0
0,0.0,395.0,19.0,0.0,0.0,2631.0,0.0,19.0,0.0,110.0,28.0,0.0,0.0,0.0
0,0.0,362.0,10.0,0.0,0.0,3927.0,0.0,10.0,0.0,210.0,39.0,0.0,0.0,0.0
0,0.0,7967.0,7.0,0.0,0.0,29355.0,0.0,7.0,0.0,10.0,22.0,0.0,0.0,0.0
0,0.0,7918.0,9.0,0.0,0.0,17144.0,0.0,9.0,0.0,1321.0,31.0,0.0,0.0,0.0
0,0.0,8308.0,13.0,0.0,0.0,14161.0,0.0,13.0,0.0,31.0,30.0,0.0,0.0,0.0
0,0.0,7908.0,9.0,0.0,0.0,16451.0,0.0,9.0,0.0,179.0,30.0,0.0,0.0,0.0
0,0.0,330.0,15.0,0.0,0.0,18984.0,0.0,15.0,0.0,1006.0,36.0,0.0,0.0,0.0
0,75235520.0,0.0,10.0,0.0,280277620.0,19278.0,0.0,10.0,0.0,1760.0,46.0,0.0,0.0,0.0
0,0.0,312.0,17.0,0.0,0.0,4312.0,0.0,17.0,0.0,296.0,40.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,28505.0,0.0,13.0,0.0,0.0,34.0,0.0,0.0,0.0
0,0.0,367.0,9.0,0.0,0.0,1348.0,0.0,9.0,0.0,232.0,39.0,0.0,0.0,0.0
0,0.0,7853.0,10.0,0.0,0.0,35648.0,0.0,10.0,0.0,106.0,37.0,0.0,0.0,0.0
0,117112176.0,0.0,21.0,0.0,1717155624.0,69542.0,0.0,21.0,0.0,82063.0,41.0,0.0,0.0,0.0
0,0.0,7908.0,3.0,0.0,0.0,27857.0,0.0,3.0,0.0,68.0,25.0,0.0,0.0,0.0
0,0.0,0.0,7.0,0.0,0.0,28939.0,0.0,7.0,0.0,1144.0,39.0,0.0,0.0,0.0
0,0.0,6433.0,9.0,0.0,0.0,7096.0,0.0,9.0,0.0,19.0,33.0,0.0,0.0,0.0
0,0.0,7618.0,3.0,1.0,0.0,33384.0,0.0,3.0,0.0,8.0,38.0,0.0,0.0,0.0
0,0.0,7943.0,8.0,0.0,0.0,11111.0,0.0,8.0,0.0,21.0,26.0,0.0,0.0,0.0
0,226954352.0,0.0,10.0,0.0,252435681.0,43331.0,0.0,10.0,0.0,2158.0,24.0,0.0,0.0,0.0
0,0.0,7890.0,6.0,0.0,0.0,40287.0,0.0,5.0,0.0,542.0,30.0,0.0,0.0,0.0
0,0.0,353.0,12.0,0.0,0.0,10704.0,0.0,12.0,0.0,2235.0,37.0,0.0,0.0,0.0
0,171402520.0,0.0,7.0,0.0,704889876.0,39142.0,0.0,7.0,0.0,1912.0,30.0,0.0,0.0,0.0
0,169056328.0,0.0,19.0,0.0,384534806.0,37647.0,0.0,19.0,0.0,1966.0,31.0,0.0,0.0,0.0
0,0.0,7962.0,4.0,0.0,0.0,36785.0,0.0,4.0,0.0,472.0,42.0,0.0,0.0,0.0
0,0.0,355.0,7.0,0.0,0.0,18715.0,0.0,7.0,0.0,6887.0,33.0,0.0,0.0,0.0
0,0.0,7803.0,4.0,0.0,0.0,37677.0,0.0,4.0,0.0,179.0,43.0,0.0,0.0,0.0
0,0.0,355.0,14.0,0.0,0.0,14447.0,0.0,14.0,0.0,1265.0,35.0,0.0,0.0,0.0
0,241031664.0,0.0,7.0,0.0,271743622.0,31298.0,0.0,7.0,0.0,2385.0,34.0,0.0,0.0,0.0
0,0.0,550.0,12.0,0.0,0.0,64332.0,0.0,12.0,0.0,977.0,33.0,0.0,0.0,0.0
0,0.0,335.0,18.0,0.0,0.0,14460.0,0.0,18.0,0.0,1253.0,41.0,0.0,0.0,0.0
0,0.0,359.0,34.0,0.0,0.0,46371.0,0.0,34.0,0.0,1561.0,34.0,0.0,0.0,0.0
0,0.0,8056.0,6.0,0.0,0.0,17197.0,0.0,6.0,0.0,1494.0,33.0,0.0,0.0,0.0
0,77735704.0,0.0,2.0,0.0,935589635.0,23088.0,0.0,2.0,0.0,4872.0,27.0,0.0,0.0,0.0
0,0.0,260.0,9.0,0.0,0.0,5541.0,0.0,9.0,0.0,542.0,32.0,0.0,0.0,0.0
0,0.0,7872.0,6.0,0.0,0.0,36460.0,0.0,6.0,0.0,10.0,24.0,0.0,0.0,0.0
0,0.0,8181.0,13.0,0.0,0.0,9378.0,0.0,13.0,0.0,25.0,41.0,0.0,0.0,0.0
0,0.0,316.0,7.0,0.0,0.0,34487.0,0.0,7.0,0.0,2734.0,32.0,0.0,0.0,0.0
0,16018656.0,0.0,2.0,0.0,538293188.0,22070.0,0.0,2.0,0.0,22548.0,31.0,0.0,0.0,0.0
0,0.0,9367.0,18.0,0.0,0.0,1936.0,0.0,18.0,0.0,33.0,35.0,0.0,0.0,0.0
0,0.0,6060.0,9.0,0.0,0.0,7102.0,0.0,9.0,0.0,18.0,36.0,0.0,0.0,0.0
0,0.0,7797.0,4.0,0.0,0.0,40682.0,0.0,4.0,0.0,71.0,32.0,0.0,0.0,0.0
0,0.0,7977.0,6.0,0.0,0.0,37049.0,0.0,6.0,0.0,102.0,31.0,0.0,0.0,0.0
0,0.0,380.0,5.0,0.0,0.0,33338.0,0.0,5.0,0.0,1322.0,30.0,0.0,0.0,0.0
0,72259576.0,0.0,17.0,0.0,209825829.0,40433.0,0.0,16.0,0.0,3249.0,32.0,0.0,0.0,0.0
0,0.0,403.0,15.0,0.0,0.0,33917.0,0.0,15.0,0.0,1511.0,32.0,0.0,0.0,0.0
0,0.0,7655.0,4.0,0.0,0.0,27260.0,0.0,3.0,0.0,152.0,29.0,0.0,0.0,0.0
0,79071000.0,0.0,11.0,0.0,314452080.0,43331.0,0.0,11.0,0.0,2511.0,40.0,0.0,0.0,0.0
0,167099864.0,0.0,15.0,48.0,461267132.0,41985.0,0.0,15.0,6.0,10821.0,41.0,0.0,0.0,0.0
0,0.0,392.0,9.0,0.0,0.0,49175.0,0.0,9.0,0.0,539.0,31.0,0.0,0.0,0.0
0,53313856.0,0.0,10.0,0.0,179787237.0,42618.0,0.0,10.0,5.0,1944.0,35.0,0.0,0.0,0.0
0,0.0,7879.0,2.0,0.0,0.0,36526.0,0.0,2.0,0.0,20.0,33.0,0.0,0.0,0.0
0,0.0,352.0,9.0,0.0,0.0,16759.0,0.0,9.0,0.0,1183.0,33.0,0.0,0.0,0.0
0,173605008.0,0.0,2.0,0.0,949937112.0,12071.0,0.0,2.0,0.0,4918.0,25.0,0.0,0.0,0.0
0,89732512.0,0.0,6.0,0.0,466253771.0,38498.0,0.0,5.0,0.0,2054.0,30.0,0.0,0.0,0.0
0,0.0,7761.0,17.0,0.0,0.0,36868.0,0.0,17.0,0.0,147.0,34.0,0.0,0.0,0.0
0,0.0,379.0,5.0,0.0,0.0,31928.0,0.0,5.0,0.0,1236.0,36.0,0.0,0.0,0.0
0,0.0,212.0,29.0,0.0,0.0,4296.0,0.0,29.0,0.0,302.0,38.0,0.0,0.0,0.0
0,0.0,332.0,6.0,0.0,0.0,11278.0,0.0,6.0,0.0,1198.0,37.0,0.0,0.0,0.0
0,178014728.0,0.0,7.0,0.0,2913134255.0,72646.0,0.0,7.0,0.0,81328.0,43.0,0.0,0.0,0.0
0,166906040.0,0.0,3.0,0.0,803948325.0,37012.0,0.0,3.0,0.0,2610.0,27.0,0.0,0.0,0.0
0,0.0,6044.0,11.0,0.0,0.0,9744.0,0.0,11.0,0.0,21.0,32.0,0.0,0.0,0.0
0,0.0,308.0,4.0,0.0,0.0,34495.0,0.0,4.0,0.0,1076.0,28.0,0.0,0.0,0.0
0,0.0,0.0,4.0,0.0,0.0,27790.0,0.0,4.0,0.0,1796.0,42.0,0.0,0.0,0.0
0,0.0,7906.0,3.0,0.0,0.0,36501.0,0.0,3.0,0.0,209.0,33.0,0.0,0.0,0.0
0,100506184.0,0.0,7.0,0.0,227083393.0,37338.0,0.0,7.0,0.0,4854.0,42.0,0.0,0.0,0.0
0,0.0,7693.0,4.0,0.0,0.0,27383.0,0.0,4.0,0.0,42.0,34.0,0.0,0.0,0.0
0,92344736.0,0.0,1.0,0.0,144437292.0,4249.0,0.0,1.0,0.0,293.0,27.0,0.0,0.0,0.0
0,0.0,7924.0,9.0,0.0,0.0,34972.0,0.0,9.0,0.0,17.0,31.0,0.0,0.0,0.0
0,213870600.0,0.0,22.0,32.0,345661918.0,61756.0,0.0,21.0,0.0,3034.0,27.0,0.0,0.0,0.0
0,242881256.0,0.0,1.0,0.0,927205950.0,12090.0,0.0,1.0,0.0,4102.0,28.0,0.0,0.0,0.0
0,199263224.0,0.0,16.0,0.0,923072342.0,35858.0,0.0,16.0,0.0,2853.0,28.0,0.0,0.0,0.0
0,0.0,7743.0,11.0,0.0,0.0,31575.0,0.0,11.0,0.0,108.0,35.0,0.0,0.0,0.0
0,185951152.0,0.0,2.0,0.0,539160349.0,29275.0,0.0,2.0,0.0,3964.0,32.0,0.0,0.0,0.0
0,0.0,8429.0,8.0,0.0,0.0,11112.0,0.0,8.0,0.0,20.0,31.0,0.0,0.0,0.0
0,0.0,5090.0,12.0,0.0,0.0,10541.0,0.0,12.0,0.0,100.0,37.0,0.0,0.0,0.0
0,0.0,8069.0,13.0,0.0,0.0,6168.0,0.0,13.0,0.0,24.0,32.0,0.0,0.0,0.0
0,0.0,7880.0,8.0,0.0,0.0,30269.0,0.0,8.0,0.0,18.0,29.0,0.0,0.0,0.0
0,0.0,7911.0,8.0,0.0,0.0,40685.0,0.0,7.0,0.0,63.0,33.0,0.0,0.0,0.0
0,242065648.0,0.0,7.0,0.0,234789347.0,29561.0,0.0,7.0,0.0,1622.0,35.0,0.0,0.0,0.0
0,124118056.0,0.0,8.0,0.0,122852959.0,25577.0,0.0,8.0,0.0,3430.0,29.0,0.0,0.0,0.0
0,86102104.0,0.0,9.0,0.0,62536662.0,34088.0,0.0,9.0,0.0,3715.0,42.0,0.0,0.0,0.0
0,227406056.0,0.0,4.0,0.0,719157850.0,12764.0,0.0,4.0,0.0,660.0,38.0,0.0,0.0,0.0
0,44588248.0,0.0,17.0,0.0,553552292.0,44222.0,0.0,17.0,0.0,2291.0,38.0,0.0,0.0,0.0
0,85081616.0,0.0,18.0,0.0,242615538.0,42020.0,0.0,17.0,0.0,2493.0,32.0,0.0,0.0,0.0
0,0.0,554.0,15.0,0.0,0.0,64343.0,0.0,10.0,0.0,967.0,28.0,0.0,0.0,0.0
0,60938040.0,0.0,11.0,0.0,157242179.0,39015.0,0.0,11.0,0.0,2984.0,38.0,0.0,0.0,0.0
0,0.0,400.0,15.0,0.0,0.0,51692.0,0.0,15.0,0.0,1938.0,30.0,0.0,0.0,0.0
0,124500328.0,0.0,9.0,0.0,893788247.0,37986.0,0.0,9.0,0.0,2185.0,36.0,0.0,0.0,0.0
0,0.0,7748.0,6.0,0.0,0.0,29758.0,0.0,6.0,0.0,11.0,40.0,0.0,0.0,0.0
0,0.0,0.0,6.0,0.0,0.0,36121.0,0.0,6.0,0.0,1293.0,31.0,0.0,0.0,0.0
0,65044152.0,0.0,14.0,0.0,4284145857.0,64002.0,0.0,14.0,0.0,84796.0,28.0,0.0,0.0,0.0
